chunk_id,chunk_string,source,loc,parent_id,source_nodes,edges,path_type,path,is_specific,is_guideline,evidence,evidence_level
r_15,"New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) alongside spinal pain raises concern for spinal cord compression as a result of vertebral fracture.",2,low back,Fracture,Neuro motor deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_16,"Low back point tenderness raises concern for vertebral fracture, especially when combined with concurrent bruising/abrasion and history of trauma. Combine point tenderness with fracture risk factors (age, trauma, osteoporosis, weight-bearing pain) to determine triage urgency —tenderness alone is not sufficient to confirm fracture.",3,low back,Fracture,Point tenderness,SUGGESTIVE_OF,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_17,"Pain that is worse with weight-bearing is a common feature of vertebral fracture. After trauma or insufficiency fracture, pain is often severe and localized to the affected area. This pattern supports mechanical loading of an unstable vertebral segment. Combine with fracture risk factors (age, osteoporosis, trauma, steroids); weight-bearing pain alone is not diagnostic.",3,low back,Fracture,Pain weight-bearing,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_18,"New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression as a result of vertebral fracture.",2,low back,Fracture,Neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_19,"A previous history of cancer is a major risk factor for spinal malignancy, including metastatic spinal disease. The 5 most common cancers to metastasize are breast, prostate, lung, kidney, and thyroid. History of cancer alone does not confirm malignancy; combine with other red flags to guide triage urgency.",1,low back,Malignancy,Previous cancer,RISK_FACTOR_FOR,direct,-,yes,no,title: International Framework for Red Flags for Potential Serious Spinal Pathologies | author: Finucane L | year: 2020 | authority: Journal of Orthopaedic and Sports Physical Therapy | doi: https://doi.org/10.2519/jospt.2020.9971,SRMA
r_20,Age over 50 years is an independent predisposing risk factor that increases susceptibility to malignancy.,2,low back,Malignancy,Age over 50,RISK_FACTOR_FOR,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_21,"Unexplained weight loss is a worrying red-flag symptom that raises suspicion for malignancy. It is necessary to rule out diet change, increased activity, or medication effects as potential benign causes of weight loss.",2,low back,Malignancy,Unexplained weight loss,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_22,"Lack of improvement in back pain despite appropriate conservative treatment (e.g. activity modification, analgesia, physiotherapy) for at least 6 weeks raises suspicion for spinal malignancy when symptoms persist or worsen.",2,low back,Malignancy,Refractory pain,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_23,"Constant or steadily worsening pain that does not improve with position or activity is a red-flag pain profile for malignancy. Interpret alongside cancer history, weight loss, and symptoms—not in isolation.",2,low back,Malignancy,Constant pain,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_24,"Immunosuppression from comorbidity or medication (e.g. diabetes, HIV, rheumatoid disease) or indicated by recurrent infections is a red-flag risk factor for malignancy.",3,low back,Malignancy,Immunosuppression,RISK_FACTOR_FOR,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_25,"Pain severity greater than 7/10 (on a 0–10 scale) has been reported in association with vertebral malignancy. Severe pain alone is not specific for malignancy, but used together with cancer history, age, and other red flags to guide triage urgency.",3,low back,Malignancy,Severe pain,ASSOCIATED_WITH,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_26,"Back pain that wakes you at night and prevents you from settling back to sleep is a red-flag symptom to consider in spinal malignancy, especially when pain is progressive, unfamiliar, and accompanied by prior cancer or unexplained weight loss.",3,low back,Malignancy,Night pain,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_27,"Smoking increases the risk of vertebral malignancy, particularly heavy smoking (more than 20 cigarettes per day). Tobacco exposure is linked to cancer, worsens bone health, and is part of a broader risk-factor profile. Heavy smoking alone does not confirm malignancy—use it with cancer history, worsening pain, and other red flags to determine triage urgency.",3,low back,Malignancy,Smoking,RISK_FACTOR_FOR,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_28,"New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) alongside spinal pain raises concern for spinal cord compression by tumour.",2,low back,Malignancy,Neuro motor deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_29,"New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression by tumour.",2,low back,Malignancy,Neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_30,"Recent spinal, abdominal, or pelvic surgery is a route for postoperative spinal infection. When back pain follows a recent procedure, clarify fever, chills, night sweats, and wound problems before attributing pain to a mechanical cause.",0,low back,Infection,Recent surgery,CONFIRM_AGAINST,direct,-,no,no,tbd,tbd
r_31,"Failure to improve with appropriate conservative care raises suspicion for serious spinal pathology generally, not malignancy alone. When pain is refractory, clarify infection features (fever, chills, night sweats, intravenous drug use, immunosuppression) alongside malignancy features.",0,low back,Infection,Refractory pain,CONFIRM_AGAINST,direct,-,no,no,tbd,tbd
r_32,"Focal spinal tenderness occurs in vertebral osteomyelitis and discitis as well as in fracture. When point tenderness is present without a clear traumatic mechanism, clarify fever, chills, night sweats, intravenous drug use, and immunosuppression.",0,low back,Infection,Point tenderness,CONFIRM_AGAINST,direct,-,no,no,tbd,tbd
r_33,"Unexplained weight loss is a red-flag symptom that raises suspicion for spinal infection. It is necessary to rule out diet change, increased activity, or medication effects as potential benign causes of weight loss.",2,low back,Infection,Unexplained weight loss,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_34,"Fever since the onset of spinal pain is a red-flag symptom for spinal infection and forms part of the classic triad with back pain and potential neurological dysfunction. Absence of fever does not rule out spinal infection- interpret alongside intravenous drug use history, recent infections, and symptoms.",2,low back,Infection,Fever,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_35,"Chills since the onset of back pain are a spinal infection red flag, screened alongside fever. Absence of chills does not rule out spinal infection- interpret alongside intravenous drug use history, recent infections, and symptoms.",2,low back,Infection,Chills,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_36,"Night sweats since the onset of back pain are a spinal infection red flag, screened alongside fever. Absence of night sweats does not rule out spinal infection- interpret alongside intravenous drug use history, recent infections, and symptoms.",2,low back,Infection,Night sweats,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_37,Age over 50 years is an independent predisposing risk factor that increases susceptibility to spinal infection.,3,low back,Infection,Age over 50,RISK_FACTOR_FOR,mediated,Immunosuppression,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_38,"Intravenous (IV) drug use is associated with an increased risk of spinal infection. When assessing back pain, ask about current or past recreational drug use and route of administration (oral versus IV) in a non-judgmental way. Known IV drug users warrant a lower threshold for infection screening (fever, chills, progressive pain, neurological symptoms).",3,low back,Infection,IV drug user,RISK_FACTOR_FOR,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_39,"Immunosuppression from comorbidity or medication (e.g. diabetes, HIV, rheumatoid disease) or indicated by recurrent infections is a red-flag risk factor for spinal infection.",3,low back,Infection,Immunosuppression,RISK_FACTOR_FOR,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_40,"Constant or steadily worsening pain that does not improve with position or activity is a red-flag pain profile for spinal infection. Interpret alongside infection history, fever, and symptoms—not in isolation.",2,low back,Infection,Constant pain,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_41,"Back pain that wakes you at night and prevents you from settling back to sleep is a red-flag symptom to consider in spinal infection, especially when pain becomes constant, more intense, or is accompanied by fever, chills, feeling unwell, or progressive limitation of movement.",2,low back,Infection,Night pain,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_42,"Pain severity greater than 7/10 (on a 0–10 scale) has been reported in association with spinal infection. Severe pain alone is not specific for infection, but used together with infection history, IV drug use, fever, chills, and night sweats to guide triage urgency.",3,low back,Infection,Severe pain,ASSOCIATED_WITH,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_43,"New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) alongside spinal pain raises concern for spinal cord compression by abscess following spinal infection.",2,low back,Infection,Neuro motor deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_44,"New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) alongside spinal pain raises concern for spinal cord compression by abscess following spinal infection.",2,low back,Infection,Neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_45,"New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) may precede bilateral symptoms or may be more detectable on one side. Clarifying whether symptoms are unilateral or bilateral is important for urgency stratification.",3,low back,CES,Neuro sensory deficit,CONFIRM_AGAINST,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_46,"New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) may precede bilateral symptoms or may be more detectable on one side. Clarifying whether symptoms are unilateral or bilateral is important for urgency stratification.",3,low back,CES,Neuro motor deficit,CONFIRM_AGAINST,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_47,"New or worsening neurologic motor symptoms (leg weakness, poor balance when walking, foot drop) in both limbs alongside spinal pain is worrying for cauda equina syndrome (CES).",3,low back,CES,Bilat neuro motor deficit,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_48,"New or worsening neurologic sensory symptoms (electric shock-like pain, tingling, numbness, loss of proprioception) in both limbs alongside spinal pain is worrying for cauda equina syndrome (CES).",3,low back,CES,Bilat neuro sensory deficit,SUGGESTIVE_OF,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_49,Urinary retention (can't fully empty) and incontinence (can't hold it / make it to the bathroom) are specific symptoms of cauda equina syndrome.,2,low back,CES,Bladder dysfunction,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_50,"Bowel dysfunction (loss of rectal sensation, constipation) and fecal incontinence (can't hold it / make it to the bathroom) are specific symptoms of cauda equina syndrome.",2,low back,CES,Bowel dysfunction,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_51,"Loss of sensation around the perineum, buttocks, inner thighs, genitals, and anus are specific symptoms of cauda equina syndrome.",2,low back,CES,Saddle anaesthesia,SUGGESTIVE_OF,direct,-,yes,no,title: The diagnostic value of Red Flags in thoracolumbar pain: a systematic review | author: Maselli F | year: 2022 | authority: Disability and Rehabilitation | doi: https://doi.org/10.1080/09638288.2020.1804626,SRMA
r_52,"Pain severity greater than 7/10 (on a 0-10 scale), particularly sudden, tearing, or unfamiliar pain, can accompany expansion or rupture of an abdominal aortic aneurysm. Severe pain alone is not specific for aneurysm, but used together with abdominal or groin radiation, age over 50, male sex, smoking, hypertension, and cardiovascular history to guide triage urgency.",3,low back,AAA,Severe pain,ASSOCIATED_WITH,direct,-,no,no,tbd,tbd
r_53,"In patients presenting with low back pain, abdominal pain that radiates or extends toward the groin raises concern for abdominal aortic aneurysm,  a vascular emergency. Combine abdominal or groin pain with age over 50, smoking, and hypertension to determine triage urgency.",3,low back,AAA,Abdominal pain,SUGGESTIVE_OF,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_54,Patients with a history of peripheral vascular disease or coronary artery disease are at an elevated risk of developing an abdominal aortic aneurysm.,3,low back,AAA,Cardiovascular disease,RISK_FACTOR_FOR,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_55,Age over 50 years is an independent predisposing risk factor that increases susceptibility to abdominal aortic aneurysm.,3,low back,AAA,Age over 50,RISK_FACTOR_FOR,direct,-,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_56,"Smoking increases the risk of abdominal aortic aneurysm, particularly heavy smoking (more than 20 cigarettes per day). Heavy smoking alone does not confirm abdominal aortic aneurysm—use it with cardiovascular history, abdominal/groin pain, and other red flags to determine triage urgency.",3,low back,AAA,Smoking,RISK_FACTOR_FOR,both,Cardiovascular disease,no,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_57,"Abdominal aortic aneurysm occurs substantially more often in men. Male sex alone does not confirm abdominal aortic aneurysm—use it with cardiovascular history, abdominal/groin pain, and other red flags to determine triage urgency.",4,low back,AAA,Male sex,RISK_FACTOR_FOR,direct,-,no,no,"title: The Global and Regional Prevalence of Abdominal Aortic Aneurysms: A Systematic Review and Modeling Analysis | author: Song, Peige | year: 2023 | authority: Annals of Surgery | doi: https://doi.org/10.1097/SLA.0000000000005716",SRMA
r_58,"Hypertension is a common predisposing risk factor for abdominal aortic aneurysm. In patients with low back pain, poorly controlled or long-standing hypertension raises baseline concern when aneurysm is in the differential, especially with abdominal or groin radiation, age over 50, smoking, male sex, or known peripheral vascular or coronary disease. Hypertension alone does not confirm AAA—use it with symptom and examination findings to determine triage urgency.",4,low back,AAA,Hypertension,RISK_FACTOR_FOR,mediated,Cardiovascular disease,no,no,"title: The Global and Regional Prevalence of Abdominal Aortic Aneurysms: A Systematic Review and Modeling Analysis | author: Song, Peige | year: 2023 | authority: Annals of Surgery | doi: https://doi.org/10.1097/SLA.0000000000005716",SRMA
r_59,"Diabetes, especially when poorly controlled, is a risk factor for abdominal aortic aneurysm. The presence of diabetes increases concern for abdominal aortic aneurysm when pain is abdominal or radiates to the groin, or when other vascular red flags are present. Control and duration matter clinically, but diabetes alone does not confirm aneurysm; pair with abdominal symptoms, age, smoking, hypertension, and history of cardiovascular disease to determine triage urgency.",4,low back,AAA,Diabetes,RISK_FACTOR_FOR,mediated,Cardiovascular disease,no,no,"title: The Global and Regional Prevalence of Abdominal Aortic Aneurysms: A Systematic Review and Modeling Analysis | author: Song, Peige | year: 2023 | authority: Annals of Surgery | doi: https://doi.org/10.1097/SLA.0000000000005716",SRMA
r_60,"A family history of abdominal aortic aneurysm—especially in a first-degree relative (parent, sibling, or child)—is an independent predisposing risk factor that substantially increases lifetime risk of aneurysm. In patients with low back pain, this history raises baseline concern, particularly with abdominal or groin radiation, age over 50, male sex, smoking, hypertension, or known vascular disease. Family history alone does not confirm abdominal aortic aneurysm; use it with current symptoms and examination to determine triage urgency.",3,low back,AAA,Family history of AAA,RISK_FACTOR_FOR,direct,-,yes,no,title: The use of red flags in screening patients in physiotherapy: narrative review. | author: Maselli F | year: 2019 | authority: University of Genova | doi: https://hdl.handle.net/20.500.14242/101517,SRMA
r_61,"Pain severity greater than 7/10 (on a 0-10 scale) may accompany deep vein thrombosis, including inferior vena cava thrombosis presenting as low back pain. Severe pain alone is not specific for thrombosis, but used together with calf pain, calf swelling, calf redness (especially unilateral), recent surgery, and immobility to guide triage urgency.",5,low back,DVT,Severe pain,ASSOCIATED_WITH,direct,-,no,no,tbd,tbd
r_62,"Hypercoagulability (lower clotting threshold of the blood associated with many causes including malignancy, Factor V Leiden, pregnancy, estrogen therapy, or inflammatory states) predisposes to deep vein thrombosis. In low back pain, it raises concern when there is calf pain (especially unilateral) or swelling, recent surgery, or prolonged immobility. Deep vein thrombosis at the level of the inferior vena cava can also present as back pain. Hypercoagulability alone does not confirm deep vein thrombosis—combine with other risk factors and red flags to determine triage urgency.",5,low back,DVT,Hypercoagulability,RISK_FACTOR_FOR,direct,-,yes,no,"title: Patients with inferior vena cava thrombosis frequently present with lower back pain and bilateral lower-extremity deep vein thrombosis | author: Kraft, Christiane | year: 2013 | authority: European Journal of Vascular Medicine | doi: https://doi.org/10.1024/0301-1526/a000288",OBS
r_63,"Venous stasis (slowed venous flow in the legs) is a core mechanism for deep vein thrombosis in Virchow’s triad. It is relevant in low back pain when the person has had prolonged bed rest, long travel, casting, or reduced mobility. Stasis increases baseline concern for deep vein thrombosis alongside calf swelling or calf pain; it does not confirm thrombosis without supporting signs. Consider in combination with other red flags to determine triage urgency.",6,low back,DVT,Venous stasis,RISK_FACTOR_FOR,direct,-,yes,no,"title: Diagnosis of Venous Thromboembolism | author: Canas, Alicia | year: 2025 | authority: Medical Clinics | doi: https://10.1016/j.mcna.2025.01.006",SRMA
